Auctioneer,Phone,E-mail,District,Region,Latitude,Longitude,Title of auction,Beginning_on,Beginning_at,Category,Subcategory,Auction_code,Estimated_price,Reserve_price,Link
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Frýdek-Místek,Moravskoslezský kraj,,,"Dražba spoluvlastnického podílu od velikosti id. 1/3 louky, vodní plochy a ostatní plochy, k.ú. Ostravice",2021-10-13,08:00,Nemovitosti,Pozemek,EX11103/09-138,18000,12000,https://www.portaldrazeb.cz/drazba/091ex11103-09-138-mg5d8
Tintěra Pavel,313251251,drazby@eurakovnik.cz,Plzeň-sever,Plzeňský kraj,"49.871078,",,"3x pozemek (7732m2, trv.tr.por.+ost.pl) v k.ú. Jarov (PS) - OPAKOVANÁ",2021-10-13,08:00,Nemovitosti,Pozemek,1DD90001/21-21,267715,187000,https://www.portaldrazeb.cz/drazba/221dd90001-21-21-yo7lg
Petrošová Marcela,513033034,podatelna@exekucebreclav.cz,Chrudim,Pardubický kraj,49.9309402,15.9183853,Rodinný dům se zahradou v Trojovicích (okr. Chrudim),2021-10-13,08:00,Nemovitosti,-,0EX1392/20-119,2691000,1794000,https://www.portaldrazeb.cz/drazba/160ex1392-20-119-mg54j
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Liberec,Liberecký kraj,,,"Dražba 1/10 lesních a ostatních pozemků u Českého Dubu, okres Liberec",2021-10-13,08:00,Nemovitosti,Pozemek,EX04718/13-158,51000,25500,https://www.portaldrazeb.cz/drazba/091ex04718-13-158-rbzjx
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Jindřichův Hradec,Jihočeský kraj,,,"Opakovaná dražba rodinného domu, k.ú. Dešná u Dačic",2021-10-13,08:00,Nemovitosti,Rodinný dům,EX10393/10-191,321000,160500,https://www.portaldrazeb.cz/drazba/091ex10393-10-191-73v58
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Jičín,Královéhradecký kraj,,,"Dražba spoluvlastnického podílu o velikosti id. 1/16 zemědělské usedlosti, k.ú. Údrnice, okr. Jičín",2021-10-13,08:00,Nemovitosti,Zemědělská stavba,91EX185/17-127,30000,20000,https://www.portaldrazeb.cz/drazba/091ex185-17-127-2x3g1
Petrošová Marcela,513033034,podatelna@exekucebreclav.cz,Sokolov,Karlovarský kraj,50.2591533,12.6903276,Řadová garáž v obci Vřesová (okr. Sokolov),2021-10-13,08:30,Nemovitosti,-,0EX8048/12-181,90000,60000,https://www.portaldrazeb.cz/drazba/160ex8048-12-181-jl5da
Mika Dalimil,376310088,kancelar@euk.cz,Litoměřice,Ústecký kraj,50.4382328,14.2752484,"podíl 1/3 pozemku (orná půda) v k.ú. Kyškovice, okres Litoměřice",2021-10-13,09:00,Nemovitosti,Pozemek,EX19768/19-114,30000,20000,https://www.portaldrazeb.cz/drazba/120ex19768-19-114-dlzpq
Mika Dalimil,376310088,kancelar@euk.cz,Litoměřice,Ústecký kraj,50.4406378,14.252292},"podíl 2/9 pozemků v k.ú. Vědomice, okres Litoměřice",2021-10-13,09:00,Nemovitosti,Pozemek,EX19768/19-117,83620,55700,https://www.portaldrazeb.cz/drazba/120ex19768-19-117-mgopa
Mika Dalimil,376310088,kancelar@euk.cz,Nový Jičín,Moravskoslezský kraj,49.6600283,17.823871},"podíl 1/2 pozemku v k.ú. Odry, okres Nový Jičín",2021-10-13,09:00,Nemovitosti,Pozemek,EX58577/12-145,15000,10000,https://www.portaldrazeb.cz/drazba/120ex58577-12-145-jl8jz
Mika Dalimil,376310088,kancelar@euk.cz,Přerov,Olomoucký kraj,49.4984246,17.7447244,"podíl 1/12 pozemků v k.ú. Opatovice u Hranic, okres Přerov",2021-10-13,09:00,Nemovitosti,Pozemek,0EX3364/12-171,57000,38000,https://www.portaldrazeb.cz/drazba/120ex3364-12-171-rbj9x
Tintěra Pavel,313251251,drazby@eurakovnik.cz,Domažlice,Plzeňský kraj,49.4459556,12.9427162,Podíl 1/2 pozemku (11852m2 - orná půda) v Domažlicích (likvidace pozůstalosti),2021-10-13,09:00,Nemovitosti,Pozemek,21DD90003/21-9,100000,66667,https://www.portaldrazeb.cz/drazba/221dd90003-21-9-aqaxl
Mika Dalimil,376310088,kancelar@euk.cz,Hradec Králové,Královéhradecký kraj,50.1907238,15.3927464,"rodinný dům s pozemky v obci Lišice, okres Hradec Králové",2021-10-13,09:00,Nemovitosti,Rodinný dům,EX11970/19-102,1638000,1092000,https://www.portaldrazeb.cz/drazba/120ex11970-19-102-rbjlr
Mika Dalimil,376310088,kancelar@euk.cz,Chomutov,Ústecký kraj,50.5220386,13.4593508,"rodinný dům s pozemkem v Drmalech, okres Chomutov",2021-10-13,09:00,Nemovitosti,Rodinný dům,0EX18104/18-93,1767000,1178000,https://www.portaldrazeb.cz/drazba/120ex18104-18-93-yo50j
Mika Dalimil,376310088,kancelar@euk.cz,Plzeň-sever,Plzeňský kraj,"49.718903,",,"podíl 1/4 rodinného domu s pozemky ve Vlkýši, okres Plzeň-sever",2021-10-13,09:00,Nemovitosti,Rodinný dům,0EX9181/09-159,279000,186000,https://www.portaldrazeb.cz/drazba/120ex9181-09-159-pdrov
Mika Dalimil,376310088,kancelar@euk.cz,Plzeň-sever,Plzeňský kraj,"49.718903,",,"podíl 1/4 rodinného domu s pozemky ve Vlkýši, okres Plzeň-sever",2021-10-13,09:00,Nemovitosti,Rodinný dům,EX35153/15-114,279000,186000,https://www.portaldrazeb.cz/drazba/120ex35153-15-114-mg5j1
Mika Dalimil,376310088,kancelar@euk.cz,Sokolov,Karlovarský kraj,50.2385202,12.7510881,"podíl 1/6 pozemku v k.ú. Dolní Chodov, okres Sokolov",2021-10-13,09:00,Nemovitosti,Pozemek,X102088/13-182,58330,38900,https://www.portaldrazeb.cz/drazba/120ex102088-13-182-xjkpg
Mika Dalimil,376310088,kancelar@euk.cz,Plzeň-jih,Plzeňský kraj,49.5265965,13.5190777,"zemědělský pozemek v k.ú. Zhůř, okr. Plzeň-jih",2021-10-13,09:00,Nemovitosti,Pozemek,EX26120/16-203,15000,10000,https://www.portaldrazeb.cz/drazba/120ex26120-16-203-53exz
Mika Dalimil,376310088,kancelar@euk.cz,Mělník,Středočeský kraj,50.3373402,14.3734701,"podíl 46/1000 bytového domu s pozemkem ve Spomyšli, okres Mělník",2021-10-13,09:00,Nemovitosti,Bytový dům,0EX6259/15-264,68000,34000,https://www.portaldrazeb.cz/drazba/120ex6259-15-264-nqown
Mika Dalimil,376310088,kancelar@euk.cz,Mělník,Středočeský kraj,50.3908368,14.5883393,"podíl 1/6 rodinného domu s pozemkem v obci Nebužely, okres Mělník",2021-10-13,09:00,Nemovitosti,Rodinný dům,0EX8971/14-247,207000,103500,https://www.portaldrazeb.cz/drazba/120ex8971-14-247-jl8nz
Jícha Lukáš,588003999,urad@eujicha.cz,Most,Ústecký kraj,50.5930153,13.5615476,"Byt 4+1 v obci Litvínov, okr. Most",2021-10-13,11:00,Nemovitosti,Byt,203EX50045/15,200000,133334,https://www.portaldrazeb.cz/drazba/203ex50045-15-73vxx
Jícha Lukáš,588003999,urad@eujicha.cz,Zlín,Zlínský kraj,49.3105208,17.763318},"Zahrada v obci Vlčková, okr. Zlín",2021-10-13,11:00,Nemovitosti,Pozemek,203EX22043/20,800000,533334,https://www.portaldrazeb.cz/drazba/203ex22043-20-xjzoa
Jícha Lukáš,588003999,urad@eujicha.cz,Mladá Boleslav,Středočeský kraj,50.2908526,14.8234317,"Podíl na pozemcích v k.ú. Kbel, okr. Mladá Boleslav",2021-10-13,11:00,Nemovitosti,Pozemek,203EX4323/20,844000,562666,https://www.portaldrazeb.cz/drazba/203ex4323-20-jl57z
Jícha Lukáš,588003999,urad@eujicha.cz,Chomutov,Ústecký kraj,50.5054344,13.4443525,"Podíl na rodinném domě a zahrada v obci Jirkov, okr. Chomutov",2021-10-13,11:00,Nemovitosti,Rodinný dům,203EX5601/21,2285000,1523334,https://www.portaldrazeb.cz/drazba/203ex5601-21-qbnar
Pelikán Petr,606050465,podatelna@exekuce-pardubice.cz,Česká Lípa,Liberecký kraj,50.6536407,14.7259635,"Rodinný dům, Mimoň, podíl 1/12",2021-10-13,11:00,Nemovitosti,Rodinný dům,1EX02196/13-78,32000,21334,https://www.portaldrazeb.cz/drazba/211ex02196-13-78-aqanb
Jícha Lukáš,588003999,urad@eujicha.cz,Karlovy Vary,Karlovarský kraj,50.3402222,13.0566595,"Podíl na rodinném domě a zahradě v obci Stráž nad Ohří, okr. Karlovy Vary",2021-10-13,11:00,Nemovitosti,Rodinný dům,203EX1985/20,380000,253334,https://www.portaldrazeb.cz/drazba/203ex1985-20-w8xdr
Flajšhansová Vendula,377532479,podatelna@exekutori.com,Plzeň-sever,Plzeňský kraj,,,"id. podíl 1/2, rod. dům se zahradou v obci Rybnice",2021-10-13,11:00,Nemovitosti,Rodinný dům,21EX1042/06-97,540000,270000,https://www.portaldrazeb.cz/drazba/121ex1042-06-97-73vgw
Jícha Lukáš,588003999,urad@eujicha.cz,Praha,Hlavní město Praha,50.1498447,14.583864},"Rodinný dům v obci Vinoř, okr. Hlavní město Praha",2021-10-13,11:00,Nemovitosti,Rodinný dům,203EX21035/18,10620000,7080000,https://www.portaldrazeb.cz/drazba/203ex21035-18-45xkv
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Chrudim,Pardubický kraj,49.7381281,15.9676991,"Lesní pozemek 17209 m2 Kameničky, okr. Chrudim - podíl 1/2",2021-10-13,11:30,Nemovitosti,Pozemek,7EX2130/07-434,223930,111965,https://www.portaldrazeb.cz/drazba/067ex2130-07-434-xjzly
Kubis Marcel,583550263,urad@exekucesumperk.cz,Litoměřice,Ústecký kraj,50.5349721,14.056359},"Dražba pozemků v obci Malé Žernoseky, okres Litoměřice",2021-10-13,11:30,Nemovitosti,Pozemek,139EX16675/16,58000,38667,https://www.portaldrazeb.cz/drazba/139ex16675-16-lgwre
Valenta Jan,775178774,podatelna@exekuce.org,Hodonín,Jihomoravský kraj,,,"Spoluvlastnický podíl rodinného domu o velikosti 1/10, Hodonín, obec Mikulčice",2021-10-13,12:00,Nemovitosti,Rodinný dům,96EX492/12-280,132000,66000,https://www.portaldrazeb.cz/drazba/196ex492-12-280-yo5w3
Jaroš Petr,469623238,info@exekucejaros.cz,Havlíčkův Brod,Kraj Vysočina,49.4998072,15.4717065,"Dražba chaty Skorkov, okr. Havlíčkův Brod",2021-10-13,12:00,Nemovitosti,Rekreační objekt,9EX5214/10-110,424400,282933,https://www.portaldrazeb.cz/drazba/129ex5214-10-110-2x3e7
Valenta Jan,775178774,podatelna@exekuce.org,Bruntál,Moravskoslezský kraj,50.0155687,17.3699867,"Spoluvlastnický podíl 1/8 pozemku v obci Rudná pod Pradědem, okr. Bruntál",2021-10-14,06:30,Nemovitosti,Pozemek,6EX4179/09-289,50000,25000,https://www.portaldrazeb.cz/drazba/196ex4179-09-289-jl8rr
Valenta Jan,775178774,podatelna@exekuce.org,Bruntál,Moravskoslezský kraj,50.0153882,17.3703466,"Spoluvlastnický podíl pozemků o velikosti 1/8 v obci Rudná pod Pradědem, okr. Bruntál",2021-10-14,06:30,Nemovitosti,Pozemek,6EX4179/09-290,28000,14000,https://www.portaldrazeb.cz/drazba/196ex4179-09-290-yo5wq
Molák Stanislav,569420480,podatelna@exekutor.cz,Havlíčkův Brod,Kraj Vysočina,49.7031635,15.7449671,"Pozemek o velikosti  4193 m2, Bílek, podíl 1/4",2021-10-14,07:00,Nemovitosti,Pozemek,EX01019/08-108,4200,2800,https://www.portaldrazeb.cz/drazba/050ex01019-08-108-qbnbg
Sárová Marie,567310211,urad@exekucejihlava.cz,Náchod,Královéhradecký kraj,,,"Dražba ideální 1/2 domu Borová, okres Náchod",2021-10-14,08:00,Nemovitosti,Rodinný dům,EX00004/19-255,209930,139954,https://www.portaldrazeb.cz/drazba/079ex00004-19-255-45xoq
Exner Filip,220400372,info@exekutor-exner.cz,Chrudim,Pardubický kraj,49.7592452,15.9232619,"Rodinný dům, Blatno u Hlinska",2021-10-14,08:00,Nemovitosti,Rodinný dům,EX00328/20-507,6480000,4320000,https://www.portaldrazeb.cz/drazba/151ex00328-20-507-a9kw5
Luhan Ivo,296333728,exek.uradpraha@seznam.cz,Karviná,Moravskoslezský kraj,49.8987582,18.4281543,"Stavební a jiné pozemky v Dolní Lutyni (ideální 1/6), 2. kolo",2021-10-14,10:00,Nemovitosti,Pozemek,99EX2083/08-55,167000,83500,https://www.portaldrazeb.cz/drazba/099ex2083-08-55-xjzdb
Homola Jaroslav,543237149,exekutorsky.urad@brno-mesto.cz,Benešov,Středočeský kraj,49.7015408,14.8996936,"1/8 bytu 2+1 v obci Vlašim, okres Benešov",2021-10-14,11:00,Nemovitosti,Byt,0EX07365/18-96,162000,108000,https://www.portaldrazeb.cz/drazba/030ex07365-18-96-a9kmj
"Beneš Jan,",277278800,epodatelna@euprahazapad.cz,Mělník,Středočeský kraj,,,"Motorové vozidlo Renault Premium, rok výroby 2000",2021-10-14,11:00,Movitosti,-,191EX975/21-18,3000,1000,https://www.portaldrazeb.cz/drazba/191ex975-21-18-a9kmy
Homola Jaroslav,543237149,exekutorsky.urad@brno-mesto.cz,Praha-východ,Středočeský kraj,49.9468407,14.7038667,"1/4 pozemků v obci Mnichovice, k.ú. Mnichovice u Říčan, okres Praha-východ",2021-10-14,11:00,Nemovitosti,Pozemek,EX25955/15-124,48000,32000,https://www.portaldrazeb.cz/drazba/030ex25955-15-124-xjzxx
"Beneš Jan,",277278800,epodatelna@euprahazapad.cz,Praha-východ,Středočeský kraj,,,"Motorové vozidlo Peugeot Partner, rok výroby 2003",2021-10-14,11:30,Movitosti,-,191EX993/21-26,1000,300,https://www.portaldrazeb.cz/drazba/191ex993-21-26-aqapa
Jícha Lukáš,588003999,urad@eujicha.cz,Přerov,Olomoucký kraj,,,Dobrovolná dražba movitých věcí,2021-10-15,06:00,Movitosti,-,203DD30/21-2,60000,20000,https://www.portaldrazeb.cz/drazba/203dd30-21-2-mg5n1
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Benešov,Středočeský kraj,49.6564056,15.1147131,Objekt k bydlení č.p. 35 v obci Loket na Benešovsku,2021-10-15,07:00,Nemovitosti,Rodinný dům,EX01113/18-HOL,1750000,1166667,https://www.portaldrazeb.cz/drazba/142ex01113-18-hol-ekg5q
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemky LV 319 a 1/4 LV 61 v obci Ropice, okres Frýdek-Místek",2021-10-15,08:00,Nemovitosti,Pozemek,DD20046/21-Brz,2700000,2700000,https://www.portaldrazeb.cz/drazba/142dd20046-21-brz-a9mex
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Frýdek-Místek,Moravskoslezský kraj,49.6937526,18.3296263,"R.D. - komerční objekt, č.p. 2065 v obci Frýdek-Místek včetně  vybavení budovy",2021-10-15,10:00,Nemovitosti,Rodinný dům,DD20042/21-Pet,6404000,6404000,https://www.portaldrazeb.cz/drazba/142dd20042-21-pet-qbnl5
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek LV 1162 v obci Hněvotín, okres Olomouc",2021-10-15,11:00,Nemovitosti,Pozemek,DD20029/21-Ora,147000,147000,https://www.portaldrazeb.cz/drazba/142dd20029-21-ora-yo59r
Molák Stanislav,569420480,podatelna@exekutor.cz,Hodonín,Jihomoravský kraj,48.9071654,17.4664237,"Rodinný dům, Lipov, podíl 1/3",2021-10-18,07:00,Nemovitosti,Rodinný dům,EX05385/13-238,430000,286667,https://www.portaldrazeb.cz/drazba/050ex05385-13-238-qbnor
Suchánek Michal,266032031,suchanek@exekucepraha.cz,Praha-západ,Středočeský kraj,49.8575945,14.2433981,"Opakovaná dražba spoluvlastnického podílu ve výši 1/2 na rekreační chatě v Mníšku pod Brdy, okr. Praha-západ",2021-10-18,09:00,Nemovitosti,Rekreační objekt,EX03551/12-277,99000,49500,https://www.portaldrazeb.cz/drazba/220ex03551-12-277-1lmgz
Svoboda Jan,585750843,podatelna@exekutor-svoboda.cz,Vsetín,Zlínský kraj,49.4429294,18.1364212,"Pozemek o velikosti 1138,00 m2, Rožnov pod Radhoštěm, podíl 1/10",2021-10-18,09:00,Nemovitosti,-,4EX6372/14-118,57000,38000,https://www.portaldrazeb.cz/drazba/164ex6372-14-118-w8xl4
Jaroš Petr,469623238,info@exekucejaros.cz,Kroměříž,Zlínský kraj,49.3159824,17.4627262,"Opakovaná dražba rodinného domu, v Hulíně, okr. Kroměříž",2021-10-18,12:00,Nemovitosti,Rodinný dům,129EX94/13-281,720000,360000,https://www.portaldrazeb.cz/drazba/129ex94-13-281-1l8oy
Voborník Tomáš,498100980,podatelna@exek.cz,Brno-venkov,Jihomoravský kraj,49.2832049,16.3074594,"Rod. dům a pozemek, k.ú. Radoškov, okr.: Brno - venkov",2021-10-19,07:00,Nemovitosti,Rodinný dům,195EX154/18,1200000,800000,https://www.portaldrazeb.cz/drazba/195ex154-18-jl8x0
Ivanko Igor,220104211,e-podatelna@exekutorskyurad.eu,Žďár nad Sázavou,Kraj Vysočina,49.7117683,16.0319188,Elektronická dražba id. podílu 3/28 na rodinném domu v obci Svratka (167EX),2021-10-19,07:00,Nemovitosti,Rodinný dům,7EX9977/12-751,262929,175286,https://www.portaldrazeb.cz/drazba/167ex9977-12-751-yo75k
"Kozlová Lenka,",377331120,info@eupj.cz,Cheb,Karlovarský kraj,50.1272186,12.3425027,id. 1/16 pozemku v k.ú. Františkovy Lázně,2021-10-19,08:00,Nemovitosti,Pozemek,90EX854/21-241,43000,28667,https://www.portaldrazeb.cz/drazba/190ex854-21-241-xjzro
Svoboda Jan,585750843,podatelna@exekutor-svoboda.cz,Olomouc,Olomoucký kraj,49.7068961,17.0545486,"Pozemek o velikosti 2806,00 m2, Litovel, podíl 1/2",2021-10-19,09:00,Nemovitosti,-,4EX3513/18-126,42000,28000,https://www.portaldrazeb.cz/drazba/164ex3513-18-126-qbnpz
Suchánek Michal,266032031,suchanek@exekucepraha.cz,Olomouc,Olomoucký kraj,49.5933248,17.2762506,Dražba bytu v Olomouci,2021-10-19,09:00,Nemovitosti,Byt,EX02308/11-189,2504490,1669660,https://www.portaldrazeb.cz/drazba/220ex02308-11-189-yo7nb
"Kozlová Lenka,",377331120,info@eupj.cz,Cheb,Karlovarský kraj,,,"id. 7/192 nemovitých věcí v k.ú. Horní Lomany, okr. Cheb",2021-10-19,09:00,Nemovitosti,Rodinný dům,90EX854/15-241,35000,23333,https://www.portaldrazeb.cz/drazba/190ex854-15-241-kdebe
Svoboda Jan,585750843,podatelna@exekutor-svoboda.cz,Olomouc,Olomoucký kraj,49.7068961,17.0545486,"Pozemek o velikosti 2806,00 m2, Litovel, podíl 1/2",2021-10-19,09:00,Nemovitosti,-,4EX3513/18-126,42000,28000,https://www.portaldrazeb.cz/drazba/164ex3513-18-126-qbnpz
Bayer Aleš,296325556,info@eup2.cz,Chomutov,Ústecký kraj,,,Dražba bytu v Chomutově,2021-10-19,11:00,Nemovitosti,Byt,2EX1402/14-288,690000,460000,https://www.portaldrazeb.cz/drazba/002ex1402-14-288-xjz0k
Kocián Petr,544508311,info@exekutorbrno.cz,Opava,Moravskoslezský kraj,49.7922246,17.6255071,"Podíl 1/16 Rodinný dům Budišov nad Budišovkou, okres Opava",2021-10-19,11:00,Nemovitosti,Rodinný dům,37EX8395/09-IZ,25000,16667,https://www.portaldrazeb.cz/drazba/137ex8395-09-iz-dlqxy
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Břeclav,Jihomoravský kraj,48.9844111,16.7920639,"orná půda, k.ú. Diváky",2021-10-19,12:00,Nemovitosti,Pozemek,EX15392/18-112,19300,9650,https://www.portaldrazeb.cz/drazba/067ex15392-18-112-a9k55
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Šumperk,Olomoucký kraj,50.0120444,16.9485222,"budova - jiná stavba s pozemkem, k.ú. Bratrušov",2021-10-19,12:00,Nemovitosti,Zemědělská stavba,7EX13320/20-67,322140,214760,https://www.portaldrazeb.cz/drazba/067ex13320-20-67-rbz3w
Valenta Jan,775178774,podatelna@exekuce.org,Přerov,Olomoucký kraj,49.3280413,17.2702337,"Pozemky v k.ú. Křenovice u Kojetína, okr. Přerov",2021-10-20,06:30,Nemovitosti,Pozemek,6EX5455/06-282,180000,120000,https://www.portaldrazeb.cz/drazba/196ex5455-06-282-rbzmq
Jarková Jana,727881101,podatelna@euzlin.cz,Liberec,Liberecký kraj,51.0204244,15.0622694,"Komerční objekt, Habartice u Frýdlantu, podíl 1/2",2021-10-20,07:00,Nemovitosti,Průmyslová stavba,07EX00001/20-7,660000,300000,https://www.portaldrazeb.cz/drazba/207ex00001-20-7-nqeln
Jarková Jana,727881101,podatelna@euzlin.cz,Liberec,Liberecký kraj,51.0204244,15.0622694,"Komerční objekt, Habartice u Frýdlantu, podíl 1/2",2021-10-20,07:00,Nemovitosti,Průmyslová stavba,EX04442/06-150,660000,330000,https://www.portaldrazeb.cz/drazba/207ex04442-06-150-kdep2
Jarková Jana,727881101,podatelna@euzlin.cz,Teplice,Ústecký kraj,50.6509045,13.844876},"Pozemek o velikosti  102 m2, Teplice-Trnovany",2021-10-20,07:00,Nemovitosti,Pozemek,7EX02740/17-57,81000,32400,https://www.portaldrazeb.cz/drazba/207ex02740-17-57-xjz2g
Jarková Jana,727881101,podatelna@euzlin.cz,Přerov,Olomoucký kraj,49.4298683,"17.58796},","Garáž, Dřevohostice, podíl 1/2",2021-10-20,07:00,Nemovitosti,Ostatní,7EX08382/05-99,36000,24000,https://www.portaldrazeb.cz/drazba/207ex08382-05-99-rbzpr
Jarková Jana,727881101,podatelna@euzlin.cz,Benešov,Středočeský kraj,49.7690485,14.4417251,"Pozemek o velikosti  19818 m2, Blažim nad Vltavou, podíl 1/2",2021-10-20,07:00,Nemovitosti,Pozemek,7EX00736/20-43,102000,68000,https://www.portaldrazeb.cz/drazba/207ex00736-20-43-yo7xj
Kocián Petr,544508311,info@exekutorbrno.cz,Brno-město,Jihomoravský kraj,,,"Dražba TV Sencor, ovladač + set top box Sencor",2021-10-20,07:00,Movitosti,-,137EX5931/19,900,300,https://www.portaldrazeb.cz/drazba/137ex5931-19-1lm8x
Jarková Jana,727881101,podatelna@euzlin.cz,Zlín,Zlínský kraj,50.0763558,14.4734914,"Pozemek o velikosti  1769554 m2, Zádveřice, podíl 6/1101",2021-10-20,07:00,Nemovitosti,Pozemek,EX08357/07-299,105000,70000,https://www.portaldrazeb.cz/drazba/207ex08357-07-299-w8e3p
Jarková Jana,727881101,podatelna@euzlin.cz,Zlín,Zlínský kraj,50.0763558,14.4734914,"Pozemek o velikosti  941 m2, Zádveřice, podíl 6/1101",2021-10-20,07:00,Nemovitosti,Pozemek,EX08357/07-300,30000,20000,https://www.portaldrazeb.cz/drazba/207ex08357-07-300-jl8va
Jarková Jana,727881101,podatelna@euzlin.cz,Zlín,Zlínský kraj,50.0763558,14.4734914,"Pozemek o velikosti  1462431 m2, Zádveřice, podíl 6/1101",2021-10-20,07:00,Nemovitosti,Pozemek,EX08357/07-301,144000,96000,https://www.portaldrazeb.cz/drazba/207ex08357-07-301-xjw3q
Dolanský Pavel,311622657,podatelna@exekuceberoun.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Rodinný dům, Kotopeky, podíl 1/2",2021-10-20,07:00,Nemovitosti,Rodinný dům,EX01289/17-389,2350000,1566700,https://www.portaldrazeb.cz/drazba/015ex01289-17-389-w8eox
Kocián Petr,544508311,info@exekutorbrno.cz,Brno-město,Jihomoravský kraj,,,"Dražba - kávovar, fotoaparát, kamera, notebook, tiskárna, kufry a zvonek",2021-10-20,07:00,Movitosti,-,137EX11224/12,2400,800,https://www.portaldrazeb.cz/drazba/137ex11224-12-a9kzn
Pánek Zdeněk,412530303,podatelna@exekutordecin.cz,Jablonec nad Nisou,Liberecký kraj,50.7246688,15.1757939,dům v obci Jablonec nad Nisou,2021-10-20,08:00,Nemovitosti,Rodinný dům,112EX93/14-247,1250000,833333,https://www.portaldrazeb.cz/drazba/112ex93-14-247-rbzpx
Dolanský Pavel,311622657,podatelna@exekuceberoun.cz,Rakovník,Středočeský kraj,50.1745144,13.7730824,"Zemědělský objekt, Krušovice",2021-10-20,08:00,Nemovitosti,Zemědělská stavba,EX00815/17-194,180000,120000,https://www.portaldrazeb.cz/drazba/015ex00815-17-194-dlzvl
Zwiefelhofer Miloslav,212341341,podatelna@eupha3.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"jiná stavba bez č.p./č.e., podíl 2/8 a pozemek, Horní Benešov",2021-10-20,08:00,Nemovitosti,Garáž,EX05068/17-110,159000,39750,https://www.portaldrazeb.cz/drazba/144ex05068-17-110-a9m2w
Pánek Zdeněk,412530303,podatelna@exekutordecin.cz,Děčín,Ústecký kraj,50.7700278,14.2199514,bytová jednotka v obci Děčín,2021-10-20,08:00,Nemovitosti,-,112EX4691/19,1718000,1145333,https://www.portaldrazeb.cz/drazba/112ex4691-19-a9kzk
Havlice Alan,584411112,info@exekutor-jesenik.cz,Přerov,Olomoucký kraj,,,"Dražba RD s pozemky a příslušenstvím, okr. Přerov",2021-10-20,08:30,Nemovitosti,Rodinný dům,197EX94/07-235,2400000,1200000,https://www.portaldrazeb.cz/drazba/197ex94-07-235-w8xdx
Mika Dalimil,376310088,kancelar@euk.cz,Pardubice,Pardubický kraj,50.0667917,15.7068778,"podíl 1/6 pozemku v Lázních Bohdaneč, okres Pardubice",2021-10-20,09:00,Nemovitosti,Pozemek,0EX3596/16-234,51000,20400,https://www.portaldrazeb.cz/drazba/120ex3596-16-234-45x5j
Mika Dalimil,376310088,kancelar@euk.cz,České Budějovice,Jihočeský kraj,48.8900295,14.6433234,"pozemek s příslušenstvím v obci Borovany, okres České Budějovice",2021-10-20,09:00,Nemovitosti,Pozemek,EX24171/16-126,363000,242000,https://www.portaldrazeb.cz/drazba/120ex24171-16-126-95l0k
Mika Dalimil,376310088,kancelar@euk.cz,Litoměřice,Ústecký kraj,50.5484831,14.3377975,"podíl 2/8 pozemků v k.ú. Rochov u Tetčiněvsi, okres Litoměřice",2021-10-20,09:00,Nemovitosti,Pozemek,0EX7133/18-128,24000,16000,https://www.portaldrazeb.cz/drazba/120ex7133-18-128-w8xe4
Mika Dalimil,376310088,kancelar@euk.cz,Karlovy Vary,Karlovarský kraj,50.0540821,13.1154906,"podíl 1/3 bytu 2+1 umístěného v 1. NP bytového domu ve Štědré, okres Karlovy Vary",2021-10-20,09:00,Nemovitosti,Byt,EX22821/11-153,150000,100000,https://www.portaldrazeb.cz/drazba/120ex22821-11-153-95qpr
Mika Dalimil,376310088,kancelar@euk.cz,Písek,Jihočeský kraj,49.5533289,14.0655939,"podíl 1/5 pozemku v k.ú. Touškov, okres Písek",2021-10-20,09:00,Nemovitosti,Pozemek,EX16191/15-120,15000,10000,https://www.portaldrazeb.cz/drazba/120ex16191-15-120-45xpe
Mika Dalimil,376310088,kancelar@euk.cz,Jindřichův Hradec,Jihočeský kraj,49.0518411,14.936335},"1/4 rodinného domu s pozemky a příslušenstvím v obci Příbraz, okres Jindřichův Hradec",2021-10-20,09:00,Nemovitosti,Rodinný dům,0EX5378/14-107,360000,240000,https://www.portaldrazeb.cz/drazba/120ex5378-14-107-95qjj
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Brno-venkov,Jihomoravský kraj,"49.22467,""",,"Dům Mokrá-Horákov, okr. Brno-venkov - podíl 1/2",2021-10-20,11:00,Nemovitosti,Rodinný dům,X103251/09-158,366800,244534,https://www.portaldrazeb.cz/drazba/067ex103251-09-158-w8xry
